id;Q2;Q3;;;;;;;;;;;;;;
id_final;Pensez-vous que la biodiversité ait besoin d’être protégée ?;Pour quelles raisons pensez-vous cela ?;Q3_SERVICES_RESOURCES;Q3_INTERCONNECTED;Q3_HUMAN_PROTECTION;Q3_SPECIES_PROTECTION;Q3_THREATENED;Q3_RIGHT_TO_EXIST;Q3_HUMAN_RESPONSIBILITY;Q3_LIFE_PROTECTION;Q3_ECOSYSTEM_PROTECTION;Q3_BEAUTY;Q3_FUTURE_GENERATIONS;Q3_SADNESS;Q3_RESILIENCE;Q3_SPECIES_NOT_TO_PROTECT
316;Oui, d'accord;Car certains programmes de réintroduction d'espèces ont déjà fait leurs preuves, avec l'intervention humaine on peut toujours retarder la pullulation d'espèces envahissantes, la disparition d'espèces en danger critique.;0;0;0;0;0;0;1;0;0;0;0;0;0;1
317;Oui, tout à fait d'accord;Car nous faisons partie du tissu du vivant. La vie mérite d’être protégée, des millions d’années d’évolution ne peuvent être balayées indifféremment.;0;1;1;0;0;1;0;0;0;0;0;0;0;0
318;Oui, tout à fait d'accord;Voir rapport IPBES sur les causes d'effondrement de la biodiversité;0;0;0;0;1;0;0;0;0;0;0;0;0;0
319;Oui, tout à fait d'accord;A cause du changement climatique et des pollutions;0;0;0;0;0;0;1;0;0;0;0;0;0;0
320;Oui, tout à fait d'accord;Chaque espèce a son importance dans l'environnement et face à l'activité humaine de plus en plus invasive qui dérègle l'équilibre la biodiversité est menacée car elle ne peut pas faire face aussi vite ;0;1;0;0;1;1;1;0;1;0;0;0;0;0
321;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
322;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
323;Oui, d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
324;Oui, tout à fait d'accord;Sans biodiversite les êtres vivants ne pourraient pas evoluer;0;0;0;0;0;0;0;0;0;0;0;0;1;0
325;Oui, tout à fait d'accord;Parce qu'un monde peuplé que de chiens et de chats serait atroce !;0;0;0;0;0;0;0;0;0;1;0;0;0;0
326;Oui, tout à fait d'accord;Pour notre avenir collectif, perte des espèces animales et végétales ;0;0;1;0;1;0;0;0;0;0;0;0;0;0
327;Oui, tout à fait d'accord;Par respect pour la planète ;0;0;0;0;0;1;0;1;0;0;0;0;0;0
328;Oui, d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
329;Oui, tout à fait d'accord;La biodiversité, c'est l'équilibre, l'essence de notre planète. Protéger la planète, c'est protéger les espèces qui l'habitent, leurs habitats. ;0;1;0;0;0;0;0;1;0;0;0;0;0;0
330;Oui, tout à fait d'accord;L Homme détruit et ne tient pas assez compte de son environnement ;0;0;0;0;1;0;1;0;0;0;0;0;0;0
331;Oui, tout à fait d'accord;Car ce sont des espèces naturel magnifique et nécessaire à notre propre survie ;0;1;1;0;0;0;0;0;0;1;0;0;0;0
332;Oui, tout à fait d'accord;Parce que c'est tout un écosystème nécessaire et qui se regule par la biodiversité : chacun à sa place et est la nourriture d'un autre.;0;1;0;0;0;0;0;0;1;0;0;0;0;0
333;Oui, tout à fait d'accord;La protection de ressources naturelles et l’équilibre de la nature;1;1;0;0;0;0;0;0;0;0;0;0;0;0
334;Oui, tout à fait d'accord;L’impact néfaste de l’homme est trop fort pour une régulation correcte de la biodiversité ;0;0;0;0;1;0;1;0;0;0;0;0;0;0
335;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
336;Oui, tout à fait d'accord;Tout est lié, l'ensemble du monde vivant est indispensable à la vie de tous;0;1;0;0;0;0;0;1;0;0;0;0;0;0
337;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
338;Oui, tout à fait d'accord;Il en va de la survie de la terre.;0;0;0;0;0;0;0;1;0;0;0;0;0;0
339;Oui, tout à fait d'accord;Il est indispensable de maintenir un taux de biodiversité maximal pour éviter que les déséquilibres environnementaux s'accentuent ;0;1;0;0;0;0;0;0;1;0;0;0;0;0
340;Oui, tout à fait d'accord;Notre espèce est une forme de vivant parmi une multitude d'autres.;0;0;1;0;0;0;0;0;0;0;0;0;0;0
341;Oui, tout à fait d'accord;si une espece disparait c'est tout un ecosysteme qui va défaillir et tenter de trouver une solution pour sa propre survie. Protéger la biodiversité = protéger notre planete;0;1;0;0;0;0;0;1;0;0;0;0;0;0
342;Oui, tout à fait d'accord;Le déclin de la biodiversité conditionne le déclin humain;0;0;1;0;0;0;0;0;0;0;0;0;0;0
343;Oui, tout à fait d'accord;Parce que toutes les espèces sont importantes ! ;0;0;0;0;0;1;0;0;0;0;0;0;0;0
344;Oui, d'accord;Parce que le déclin de la biodiversité est fortement lié aux pressions anthropiques. Si on enlève toutes les pressions anthropiques elle pourra sûrement se reconstituer d'elle-même, mais à l'heure actuelle les pressions sont trop importantes pour que la biodiversité se maintienne sans intervention humaine ;0;0;0;0;1;0;1;0;0;0;0;0;0;0
345;Oui, tout à fait d'accord;La terre s’appauvri… je vois de moins en moins d’animaux sauvages dans les champs, moins d’oiseaux…;0;0;0;0;1;0;0;0;0;0;0;0;0;0
346;Oui, tout à fait d'accord;Elle est partie intégrante de notre environnement et nous en avons besoin dans tout notre quotidien, que ce soit comme fournisseur de ressources ou par son impact sur notre santé physique et mentale. ;1;1;1;0;0;0;0;0;0;0;0;0;0;0
347;Oui, tout à fait d'accord;Pour ceux qui fréquente la nature, on le constate  tous les jours, c'est flagrant pour les oiseaux;0;0;0;0;1;0;0;0;0;0;0;0;0;0
348;Oui, tout à fait d'accord;De moins en moins d’animaux, notamment insectes et oiseaux.;0;0;0;0;1;0;0;0;0;0;0;0;0;0
349;Oui, tout à fait d'accord;ex. :changement de notre mode de vie met en péril la nidification d'espèce d'oiseaux;0;0;0;0;1;0;1;0;0;0;0;0;0;0
350;Oui, tout à fait d'accord;En étant témoin de la baisse des effectifs de nombreuses espèces et en voyant régulièrement des animaux blessés ou morts pour diverses raisons;0;0;0;0;1;0;0;0;0;0;0;0;0;0
351;Oui, tout à fait d'accord;Elle permet un équilibre naturel nécessaire pour toutes les espèces vivantes;0;1;0;1;0;0;0;0;0;0;0;0;0;0
352;Oui, tout à fait d'accord;La biodiversité est essentielle à la vie sur terre;0;0;0;0;0;0;0;1;0;0;0;0;0;0
353;Oui, tout à fait d'accord;survie de la planète;0;0;0;0;0;0;0;1;0;0;0;0;0;0
354;Oui, tout à fait d'accord;L’Homme a un effet néfaste, il faut protéger ce qu’il y a autour ;0;0;0;0;1;0;1;0;0;0;0;0;0;0
355;Oui, tout à fait d'accord;car elle décline depuis de nombreuses années et elle est nécessaire pour le bon fonctionnement des écosystèmes et elle rend également des services écosystémiques utiles à l'humanité;1;1;1;0;1;0;0;0;1;0;0;0;0;0
356;Oui, tout à fait d'accord;Car la nature est ce qui a besoin d'être préservée, et elle importe le plus pour moi ;0;0;0;0;0;0;0;1;0;1;0;0;0;0
357;Oui, tout à fait d'accord;Une perte de biodiversité aurait beaucoup de conséquences sur nous, et je trouve ça dommage d'un point de vue personnel de perdre toutes ces espèces qui ont chacune leur particularité les rendant très intéressantes;0;0;1;0;0;0;0;0;0;1;0;0;0;0
358;Oui, tout à fait d'accord;En tant qu'humains, nous n'avons pas plus de droits que les autres espèces par conséquent nous devons limiter notre impact sur les écosystèmes.;0;0;0;0;0;1;1;0;0;0;0;0;0;0
359;Oui, tout à fait d'accord;Parce qu'encore trop de personnes (grandes compagnies notamment) ne s'en soucient pas  et continuent à la détruire.;0;0;0;0;1;0;1;0;0;0;0;0;0;0
360;Oui, tout à fait d'accord;Notre mode de vie occidentale, qui a colonisé la planète, detruit le vivant au profit de la rentabilité. ;0;0;0;0;1;0;1;0;0;0;0;0;0;0
361;Oui, tout à fait d'accord;La biodiversité façonne le paysage et permet à ce dernier de se maintenir. Si une ou plusieurs espèces viennent à disparaitre, l'équilibre et le bon fonctionnement de l'écosystème s'effondre ou du moins est négativement impacté, nous impactant humains nous aussi la preuve avec le déclin des abeilles notamment.;1;1;1;0;0;0;0;0;0;0;0;0;0;0
362;Oui, tout à fait d'accord;Réchauffement climatique, manque de nourritures,destruction et réduction de leur habitat par l'homme, utilisation de poisons pour les sols, intoxication, pollution de l'air de l'eau, développement d'espèces plus dangereuses et plus résistantes;0;0;0;0;1;0;1;0;0;0;0;0;0;1
363;Oui, tout à fait d'accord;Pour la conservation des espèces, pour le bien être de la planète. ;0;0;0;1;0;0;0;1;0;0;0;0;0;0
364;Oui, tout à fait d'accord;Nous sommes un tout. Nous ne pouvons vivre sainement, sereinement, et longtemps, sans biodiversité. De plus chaque espèce a sa place et devrait pouvoir la conserver. ;0;1;1;0;0;1;0;0;0;0;0;0;0;0
365;Oui, tout à fait d'accord;Disparition de la vie animale, disparition des lieux de vie d'animaux sauvages, disparition des forêts anciennes, surpêche, pollution de l'air de l'eau et des sols... Etc etc etc ;0;0;0;0;1;0;1;0;0;0;0;0;0;0
366;Oui, tout à fait d'accord;De moins en moins d’insectes, de moins en moins de diversité ;0;0;0;0;1;0;0;0;0;0;0;0;0;0
367;Oui, tout à fait d'accord;Extinction de masse des espèces ;0;0;0;0;1;0;0;0;0;0;0;0;0;0
368;Oui, tout à fait d'accord;La biodiversité c'est la vie ! ;0;0;0;0;0;0;0;1;0;0;0;0;0;0
369;Oui, tout à fait d'accord;Nécessité vitale pour la survie de notre propre espèce ;0;0;1;0;0;0;0;0;0;0;0;0;0;0
370;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
371;Oui, tout à fait d'accord;Parce qu’elle représente l’équilibre de notre environnement.;0;1;1;0;0;0;0;0;0;0;0;0;0;0
372;Oui, tout à fait d'accord;Garder la diversité, maintenir les systèmes;0;0;0;0;0;0;0;0;1;1;0;0;0;0
373;Oui, tout à fait d'accord;Ils sont indispensables au maintien de la vie sur Terre;0;0;0;0;0;0;0;1;0;0;0;0;0;0
374;Oui, tout à fait d'accord;Il est nécessaire de mettre en place des opérations de protection et de gestion de la biodiversité pour limiter l'érosion de celle-ci. Tant que l'impact humain sur la nature restera aussi néfaste et important il sera nécessaire d'agir pour empêcher ou limiter cet impact afin de protéger les espèces animales et végétales, les écosystèmes et par extension nous-mêmes ;0;1;1;1;1;0;1;0;1;0;0;0;0;0
375;Oui, tout à fait d'accord;pour l'équilibre de la vie sur terre;0;1;0;0;0;0;0;1;0;0;0;0;0;0
376;Oui, tout à fait d'accord;Le nombre d’espèces en voie de disparition augmente chaque année ;0;0;0;0;1;0;0;0;0;0;0;0;0;0
377;Oui, tout à fait d'accord;Pour garder un équilibre ;0;1;0;0;0;0;0;0;0;0;0;0;0;0
378;Oui, tout à fait d'accord;je suis convaincue que chaque chose a sa place et n'est pas là par hasard, moins l'homme touchera aux espèces plus l'équilibre retrouvera une stabilité.;0;1;0;0;0;1;1;0;0;0;0;0;0;0
379;Oui, tout à fait d'accord;1 je ne vois pas au nom de quoi l’homme s’arroge le droit de détruire les autres êtres vivants et 2 cela le conduit tt droit à sa perte - directement (les populations qui vivent en bonne intelligence avec la nature) et indirectement (destruction des ressources nécessaires à sa survie, crises d’approvisionnement agricole et diffusion des maladies);1;0;1;0;1;1;1;0;0;0;0;0;0;0
380;Oui, tout à fait d'accord;Les arbres meurent. On voit de moins en moins d oiseaux ( alouettes, bouvreuils...), de papillons...;0;0;0;0;1;0;0;0;0;0;0;0;0;0
381;Oui, tout à fait d'accord;Pour maintenir un équilibre et parce qu'elle est menacée par nos modes de vie qui l'altere ;0;1;0;0;1;0;1;0;0;0;0;0;0;0
382;Oui, tout à fait d'accord;Car la survie de l'espèce humaine en dépend;0;0;1;0;0;0;0;0;0;0;0;0;0;0
383;Oui, tout à fait d'accord;Parce que toutes les espèces ont le droit de vivre pas seulement la nôtre qui est trop prospère et de plus nuisible pour la planète. ;0;0;0;0;0;1;1;0;0;0;0;0;0;0
384;Oui, tout à fait d'accord;Nous devons respecter l'ensemble du vivant. La biodiversité fait la beauté de notre planète. Nous en sommes également dépendants. ;0;1;1;0;0;1;0;0;0;1;0;0;0;0
385;Oui, tout à fait d'accord;Chaque espèce à son rôle et son utilité .Elles sont étroitement imbriquées les une aux autres et nous faisons partie de ce tout!;0;1;1;0;0;0;0;0;0;0;0;0;0;0
386;Oui, tout à fait d'accord;Je suis enseignante de SVT et ai a coeur d’inculquer la preservation de la nature a mes eleves et a leur faire prendre consciences des liens indispensables que nous avons avec les autres etres vivants car nous faisons nous aussi parti de la biodiversité;0;1;1;0;0;0;0;0;0;0;0;0;0;0
387;Oui, tout à fait d'accord;Parce que la biodiversité (de la faune, toutes espèces confondues et la flore, tous écosystèmes considérés) fait la FORCE et la beauté de notre planète ;0;0;0;0;0;0;0;0;0;1;0;0;0;0
388;Oui, tout à fait d'accord;Parce qu'elle n'est pas assez prise en compte. On le voit bien aujourd'hui que la biodiversité et en danger. Les actions ne sont pas assez importantes pour qu'il y ait de gros changements.;0;0;0;0;1;0;1;0;0;0;0;0;0;0
389;Oui, tout à fait d'accord;Je vois dans la campagne abattre des arbres ou arbustes remplacés par du minéral, des endroits drainés, du coup certains oiseaux, insectes, certaines plantes perdent leur biotopes et certaines espèces s'amenuisent...jusqu'à quand?;0;0;0;0;1;0;1;0;0;0;0;0;0;0
390;Oui, tout à fait d'accord;Chaque espèce de la faune et flore joue un rôle. Si un acteur disparaît, c’est le système complet qui est mis en danger ;0;1;0;0;0;0;0;0;1;0;0;0;0;0
391;Non, pas d'accord;Dans le sens où c'est cette biodiversité qui nous permet de vivre, et donc je pense qu'il faut tout simplement la laisser prospérer, mais le concept de protection est trop centré sur le fait qu'il faudrait une action de l'homme avec une sorte de sanctuarisation du vivant alors que justement il faudrait apprendre à vivre avec;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
392;Oui, tout à fait d'accord;La biodiversité est en déclin donc il faut des mesures fortes pour éviter que le phénomène de déclin continue dans le temps ;0;0;0;0;1;0;0;0;0;0;0;0;0;0
393;Oui, tout à fait d'accord;Il n'y a pas de vie sans biodiversité;0;0;0;0;0;0;0;1;0;0;0;0;0;0
394;Oui, tout à fait d'accord;Nous sommes dépendants d'une nature en bonne santé. Chaque maillon est important.;0;1;1;0;0;0;0;0;0;0;0;0;0;0
395;Oui, tout à fait d'accord;Le déclin de la biodiversité entraîne davantage de pertes, plus tôt sont prises des mesures, moins d'espèces et d'écosystèmes seront menacés à leur tour;0;0;0;1;1;0;0;0;1;0;0;0;0;0
396;Oui, tout à fait d'accord;Parce qu'elle connait un déclin sans précédent et se trouve fortement impactée par les activités humaines ;0;0;0;0;1;0;1;0;0;0;0;0;0;0
397;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
398;Oui, tout à fait d'accord;Aucune espèce ne devrait disparaître à cause de l'humain, chacune a sa place;0;0;0;0;0;1;1;0;0;0;0;0;0;0
399;Oui, tout à fait d'accord;Protéger la biodiversité est important pour la survie de toutes les espèce.;0;0;0;1;0;0;0;0;0;0;0;0;0;0
400;Oui, tout à fait d'accord;Par respect pour la nature.;0;0;0;0;0;1;0;1;0;0;0;0;0;0
401;Oui, tout à fait d'accord;Depuis mon enfance j'ai VU la diminution des espèces,  notamment  oiseaux et insectes, en 40 ans c'est flagrant , et d'une rapidité effrayante. ;0;0;0;0;1;0;0;0;0;0;0;0;0;0
402;Oui, tout à fait d'accord;C’est la biodiversité qui assure l’équilibre naturel de la flore et la faune et le notre implicitement ;0;1;1;0;0;0;0;0;0;0;0;0;0;0
403;Oui, d'accord;Pour sa valeur intrinsèque,  c'est beau cette diversité d'organismes (pas uniquement au sens ésthétique),  mais aussi car il faut que nous (humains) apprenions à respecter l'ensemble du vivant,  on fait partie de la biosphère nous en dépendons directement;0;1;1;0;0;1;1;0;0;1;0;0;0;0
404;Oui, tout à fait d'accord;Car notre existence humaine dépend de la biodiversité ;0;1;1;0;0;0;0;0;0;0;0;0;0;0
405;Oui, d'accord;toutes les espèces sont necessaires et utiles;1;0;0;0;0;0;0;0;0;0;0;0;0;0
406;Oui, tout à fait d'accord;"Pour pouvoir laisser un monde vivable aux générations futures (accès à l’eau potable et à la nourriture).
Pour permettre la résilience des espèces et de la biodiversité en général (en protégeant on peut permettre de laisser une chance aux espèces de survivre et de se développer anouveau ce qui n’est pas le cas si tout est détruit.
C’est un devoir collectif envers la nature, la biodiversité et les espèces  pour réparer nos erreurs humaines (destructions d’habitats, braconnage, surexploitation des resources naturelles, etc) car elle subit (pas consciente de l’impact de ces changements) les actions de l’homme et doit s’adapter face aux contraintes et à ces changements qu’on impose dans le monde entier avec nos modes de vie actuel.";0;0;0;0;1;1;1;0;0;0;1;0;1;0
407;Oui, tout à fait d'accord;Dégradation galopante de la faune et de la flore en raison des pollutions terrestre et aquatiques dus aux comportements néfastes de l'homme;0;0;0;0;1;0;1;0;0;0;0;0;0;0
408;Oui, tout à fait d'accord;Il s'agit d'une question de respect du vivant.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
409;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
410;Oui, tout à fait d'accord;28% des espèces mondiales sont menacées, 60% de baisse des populations d'animaux sauvages en 40 ans, directement liée à nos activités humaines. La biodiversité c'est aussi ce qui nous fait vivre, avoir un air respirable, une eau propre, nous en sommes dépendants.;1;1;1;0;1;0;1;0;0;0;0;0;0;0
411;Oui, tout à fait d'accord;Car l'activité humaine détruit énormément d'espèces animales et végétales, ce qui est forcément dommageable;0;0;0;0;1;0;1;0;0;0;0;0;0;0
412;Oui, tout à fait d'accord;Nous faisons parti de la biodiversité donc nous devons protéger le vivant pour maintenir un équilibre ;0;1;1;0;0;0;0;0;0;0;0;0;0;0
413;Oui, tout à fait d'accord;À la fois pour la nécessité des diversités et pour le respect de notre environnement ;0;0;0;0;0;1;0;0;1;0;0;0;0;0
414;Oui, tout à fait d'accord;L'interdépendance des espèces, et donc la dépendance de l'espèce humaine aux autres espèces;0;1;1;0;0;0;0;0;0;0;0;0;0;0
415;Oui, tout à fait d'accord;Changement climatique donc modification de l'habitat de nombreuseux être vivants -> ces animaux et végétaux sont donc en danger et il faut les protéger pour ne pas qu'elles disparaissent.;0;0;0;1;1;0;1;0;0;0;0;0;0;0
416;Oui, tout à fait d'accord;Nous sommes partie intégrante d un écosystème, il en va de notre survie, nous n avons que trop vu les ressources sans nous soucier de préserver notre écosystème (son équilibre, sa variété...);0;1;1;0;0;0;0;0;0;0;0;0;0;0
417;Oui, tout à fait d'accord;Afin de la sauvegarder;0;0;0;0;0;0;0;0;1;0;0;0;0;0
418;Oui, tout à fait d'accord;Chaque espèce a sa place dans l'écosystème, a un rôle particulier à jouer et qui n'est pas forcément remplacée dans ce rôle lorsqu'elle s'eteint;0;1;0;0;0;0;0;0;1;0;0;0;0;0
419;Oui, tout à fait d'accord;Elle est indispensable à la provision de services ecosystemiques vitale pour la survie des organismes vivants. Et la biodiversité est belle, fascinante, et fragile.;1;0;0;0;0;0;0;1;0;1;0;0;0;0
420;Oui, tout à fait d'accord;Car nécessaire à l'équilibre et la préservation des écosystèmes qui sont aujourd'hui menacés dans beaucoup d'endroit;0;1;0;0;1;0;0;0;1;0;0;0;0;0
421;Oui, tout à fait d'accord;Parce que l'humain prend trop de place;0;0;0;0;0;0;1;0;0;0;0;0;0;0
422;Oui, tout à fait d'accord;Le nombre d'espèces en voie d'extinction augmente chaque année. Protéger la biodiversité permettrait de conserver les espèce restantes et peut-être aussi d'augmenter les effectifs de ces espèces protégées.;0;0;0;1;1;0;0;0;0;0;0;0;0;0
423;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
424;Oui, tout à fait d'accord;Elle s’effondre à grande vitesse;0;0;0;0;1;0;0;0;0;0;0;0;0;0
425;Oui, tout à fait d'accord;Le déclin de la biodiversité fragilise grandement la planète, maison de l’humanité ;0;0;1;0;1;0;0;1;0;0;0;0;0;0
426;Oui, tout à fait d'accord;La biodiversité est indissociable de la vie de l'humanité, de la vie sur terre. Si elle s'effondre c'est notre survie qui se retrouve en danger.;0;1;1;0;0;0;0;0;0;0;0;0;0;0
427;Oui, tout à fait d'accord;Car c’est les humains qui la détruise en majeur partie;0;0;0;0;1;0;1;0;0;0;0;0;0;0
428;Oui, d'accord;Il y a des chose que l'homme a fait qui sont très difficiles pour la nature même si elle est capable de beaucoup de choses pour ce soigner.;0;0;0;0;1;0;1;0;0;0;0;0;0;0
429;Oui, tout à fait d'accord;Il faut protéger notre environnement de façon générale ;0;0;0;0;0;0;0;1;0;0;0;0;0;0
430;Oui, tout à fait d'accord;L'équilibre de l'écosystème terrestre en dépend. ;0;1;0;0;0;0;0;1;0;0;0;0;0;0
431;Oui, tout à fait d'accord;Parce qu'avec le progrès des technologies la pression de l'humain sur l'environnement est de plus en plus importante. De plus, il me semble que l'humain, en s'affranchissant du joug religieux, a perdu un sens spirituel qui pouvait amener à une certaine humilité et à un respect du vivant avec lequel il doit/peut composer chaque jour. Qu'il s'agisse des moyens techniques qui lui permettent de s'installer ou d'exploiter des espaces naturels jusqu'ici impropres à son accueil, ou bien des nouveaux matériaux qui ne se dégradent pas dans l'environnement sans dommages sur la faune et la flore, l'empreinte des activités humaines me semble destructrice et indélébile. ;0;0;0;0;1;1;1;0;0;0;0;0;0;0
432;Oui, tout à fait d'accord;En plus de la pression du réchauffement climatique, nos habitudes (fauchage, urbanisation grandissante) mettent en péril la biodiversité il faut préserver ce qui reste (espaces protégés,...);0;0;0;0;1;0;1;0;1;0;0;0;0;0
433;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
434;Oui, tout à fait d'accord;Car il y a un équilibre précieux où chaque espèce à son rôle à jouer ;0;1;0;0;0;0;0;0;0;1;0;0;0;0
435;Oui, tout à fait d'accord;Parce que c'est au risque pour la pollution, la contamination et les actions contaminantes des grandes entreprises. ;0;0;0;0;0;0;1;0;0;0;0;0;0;0
436;Oui, tout à fait d'accord;Nécessité de préserver l’équilibre des écosystèmes ;0;1;0;0;0;0;0;0;1;0;0;0;0;0
437;Oui, tout à fait d'accord;Il en va de notre survie, l’Homme fait partie de l’écosystème, le déséquilibre de ce dernier entrainera automatiquement sa chute. ;0;1;1;0;0;0;0;0;0;0;0;0;0;0
438;Oui, tout à fait d'accord;Elle est en déclin ;0;0;0;0;1;0;0;0;0;0;0;0;0;0
439;Oui, tout à fait d'accord;Je vis en campagne, je vois l’impact des pratiques modernes sur le vivant;0;0;0;0;1;0;1;0;0;0;0;0;0;0
440;Oui, tout à fait d'accord;Si un maillon de la chaîne alimentaire est manquant, c'est tout l'équilibre de l'écosystème qui est impacté. À terme, cela retombera aussi l'homme qui est le dernier maillon de la chaîne alimentaire.;0;1;1;0;0;0;0;0;0;0;0;0;0;0
441;Oui, tout à fait d'accord;Nous vivons en interaction avec les dynamiques et les processus naturels issues des interelations multispecifiques ayant en fin de compte des enjeux de régulations des cycles biogeochimiques et climatiques. Toutes les ressources naturelles que nous consommons sont issues de ces processus, notre nourriture par exemple et l'air que l'on respire.;1;1;1;0;0;0;0;0;0;0;0;0;0;0
442;Oui, tout à fait d'accord;Sauver la nature et tous les êtres vivants ;0;0;0;0;0;0;0;1;0;0;0;0;0;0
443;Oui, tout à fait d'accord;Pour notre survie ;0;0;1;0;0;0;0;0;0;0;0;0;0;0
444;Oui, tout à fait d'accord;Afin de respecter l'équilibre de la nature;0;1;0;0;0;0;0;1;0;0;0;0;0;0
445;Oui, tout à fait d'accord;Extinction des espèces, destruction d'habitats, pollution, réchauffement climatique, avenir de la terre et de l'humanité.;0;0;1;0;1;0;1;1;0;0;0;0;0;0
446;Oui, tout à fait d'accord;Le nombre d’espèces diminue encore peu mais le nombre d’espèces en danger d’extinction augmente (diminution du nombre d’individus);0;0;0;0;1;0;0;0;0;0;0;0;0;0
447;Oui, tout à fait d'accord;L’économie, ne fait pas attention au vivant;0;0;0;0;0;0;1;0;0;0;0;0;0;0
448;Oui, tout à fait d'accord;Parce que le déclin de la biodiversité s'accélère de manière importante et est principalement liée directement ou indirectement à l'action de l'Homme.;0;0;0;0;1;0;1;0;0;0;0;0;0;0
449;Oui, tout à fait d'accord;Pour préserver les espèces encore vivantes et tenter d’en faire renaître ;0;0;0;1;0;0;0;0;0;0;0;0;0;0
450;Oui, tout à fait d'accord;Du fait de la disparition ou la diminution d'espaces de leur habitat ( liées à l'activité humaine et/ou aux changements climatiques), du fait de la pollution des milieux naturels, du fait de la surpêche, du braconnage, du trafic d'espèces, de certains types de chasse, du fait d'activités humaines ( circulation routière, machines agricoles et domestiques,,,);0;0;0;0;1;0;1;0;0;0;0;0;0;0
451;Oui, tout à fait d'accord;Nous voyons au quotidien la diminution du nombre d'espèces autour de chez nous ( diminution en variété d'espèces, et diminution des effectifs de la plupart des espèces);0;0;0;0;1;0;0;0;0;0;0;0;0;0
452;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
453;Oui, tout à fait d'accord;"Indispensable à la vie
Donc pour les générations futures :
-Minimiser les risques de guerres pour l eau et les territoires vivable
-Bien-être de vie (nourriture, environnement )
Éthique : préserver la vie sous toutes ses formes 
";0;0;1;0;0;0;0;1;0;0;1;0;0;0
454;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
455;Oui, tout à fait d'accord;;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
456;Oui, tout à fait d'accord;"Chaque espèce a sa place dans un reseau trophique et chaque disparation est susceptible d'entraîner des réactions en chaîne délétère pour la survie de l'espèce humaine. 
Et d'un point de vue plus personnel l'idée de la disparition d'une espèce me rend mélancolique car elle a probablement été causée ou accélérée par l'espèce humaine. ";0;1;1;0;0;0;1;0;0;0;0;1;0;0
457;Oui, tout à fait d'accord;Car nous en sommes l'un des maillons, ni plus, ni moins. ;0;1;1;0;0;0;0;0;0;0;0;0;0;0
458;Oui, tout à fait d'accord;Eviter un desequilibre des ecosystemes dont nous dependons;0;1;1;0;0;0;0;0;0;0;0;0;0;0
459;Oui, tout à fait d'accord;Afin notamment d'enrayer leur déclin;0;0;0;1;1;0;0;0;0;0;0;0;0;0
460;Oui, tout à fait d'accord;Je suis à la campagne et je vois très rarement ou jamais d'animaux sauvages tels que renards blaireaux sangliers ou cervidés etc, c'est anormal;0;0;0;0;1;0;0;0;0;0;0;0;0;0
461;Oui, tout à fait d'accord;nous sommes tous liés;0;1;0;0;0;0;0;0;0;0;0;0;0;0
462;Oui, tout à fait d'accord;C'est notre passé, notre présent et notre futur. Elle est là depuis plus longtemps que nous et mérite d'être secourue. La Terre en a besoin pour continuer d'exister et sans elle c'est la fin dues espèces et donc du monde. Pour ma part je veux me battre pour l'écologie et sa protection m'est normale. ;0;1;1;0;0;1;0;1;0;0;0;0;0;0
463;Oui, tout à fait d'accord;Toutes les espèces sont étroitement liées quand l'une disparaît c'est un ensemble qui est en péril.;0;1;0;1;0;0;0;0;0;0;0;0;0;0
464;Oui, tout à fait d'accord;Une grande variété d'espèces permet d'avoir une grande variété génétique du vivant ce qui rend le vivant plus fort et plus résistant. Chaque organisme vivant est utile à l'ensemble, et comme nous faisons partie de l'ensemble, nous avons besoin de tous ces éléments vivants. Au-delà de l'aspect utile, il y a la dimension esthétique et le plaisir de cotoyer la beauté du vivant.  ;0;1;1;0;0;0;0;0;0;1;0;0;1;0
